Production Line,Diameter (inches)
A,5.901110431
A,5.855274609
A,5.804638717
A,5.893657122
A,5.969317609
A,5.949388336
A,5.814405301
A,5.909140071
A,5.814886297
A,5.943990155
A,5.835577855
A,5.926010933
A,5.971968331
A,5.899053261
A,5.959420616
A,5.871798926
A,5.811480549
A,5.889185177
A,5.97818722
A,5.971366293
A,5.890106582
A,5.888825371
A,5.908852681
A,5.908614921
A,5.831762023
A,5.814658081
A,5.9803957
A,5.87880124
A,5.895494632
A,5.902721961
A,5.961576353
A,5.829696338
A,5.923749929
A,5.824658479
A,5.938019734
A,6.010575837
A,5.868655536
A,5.949134042
A,5.871120629
A,5.837183116
A,5.827250862
A,5.945299934
A,5.834901542
A,5.825739304
A,5.977530682
A,5.922805478
A,5.930192376
A,5.866650368
A,5.921536835
A,5.953171677
A,5.891630892
A,5.851690211
A,5.854165771
A,5.931429254
A,5.972114971
A,5.960556438
A,5.914258507
A,5.995757657
A,5.901697402
A,5.945633186
A,5.899769068
A,5.859662002
A,5.909863927
A,5.905835862
A,5.883121573
A,6.059289337
A,5.923352045
A,5.834237344
A,5.900035149
A,5.87486
A,5.847322208
A,5.811040364
A,5.921103813
A,5.933804001
A,5.912361012
A,5.929751928
A,5.900310989
A,5.9051235
A,5.808551971
A,5.86955499
A,5.884387593
A,5.916508641
A,5.918011808
A,5.990270911
A,5.88433637
A,5.872640801
A,5.906483751
A,5.866830049
A,5.897211619
A,5.898528775
A,5.949991989
A,5.82211865
A,5.834179215
A,5.880566113
A,5.944093865
A,5.889062837
A,5.987897025
A,5.78743666
A,5.874349343
A,5.88202862
A,5.922601235
A,5.870264594
A,5.935924306
A,5.821980164
A,5.909666487
A,5.930398904
A,5.851411171
A,5.795917435
A,5.921151052
A,5.93944125
A,5.889804114
A,5.857375377
A,5.990048601
A,5.859475201
A,5.86467347
A,5.775936677
A,5.94422037
A,5.883591679
A,5.914637692
A,5.961718493
A,5.904113711
A,5.919000214
A,5.939389836
A,5.949284443
A,5.829957737
A,5.985049572
A,5.864986107
A,5.882488329
A,5.90238441
A,5.933134753
A,5.879953525
A,5.944656773
A,5.985754798
A,5.882690055
A,5.935196168
A,5.847125161
A,5.795098452
A,5.840590472
A,5.924577063
A,5.90895819
A,5.952271287
A,5.787566424
A,5.875982841
A,5.937413323
A,5.808312491
A,5.917772442
A,6.064501896
A,5.908430703
A,5.895209151
A,5.914022589
A,5.900233739
A,5.91721999
A,5.875090255
A,5.896377289
A,5.861801542
A,5.942526883
A,5.915059396
A,5.866058709
A,5.837600041
A,6.003310954
A,5.854720577
A,5.899425408
A,5.931004233
A,5.851069217
A,5.863240262
A,5.906573824
A,5.936800441
A,5.914966708
A,5.993572473
A,5.928528143
A,5.947433985
A,5.89207011
A,5.914839087
A,5.880561563
A,5.749863301
A,5.901312588
A,5.829068952
A,5.937437505
A,5.999510602
A,5.868387374
A,5.886872223
A,5.967624293
A,5.862140432
A,5.89943884
A,5.943458619
A,5.963006847
A,5.894546155
A,5.983514437
A,5.960275695
A,5.887337358
A,5.919881701
A,5.942356395
A,5.829396203
A,5.938360517
A,5.904843309
A,5.9475463
A,5.884808317
A,5.799276259
A,5.907411685
A,5.870417256
A,5.852596189
A,5.849312497
A,5.921014699
A,5.794155556
A,5.966704477
A,5.984373493
A,5.910454734
A,5.874533306
A,5.932567188
A,5.880528841
A,5.854356842
A,5.879636432
A,5.859693954
A,5.993024284
A,6.01863084
A,5.86600165
A,5.863403226
A,5.871050397
A,5.927846854
A,5.871364069
A,5.881821312
A,5.967789668
A,5.812603669
A,5.839796549
A,5.937429195
A,5.792106039
A,5.865774829
A,5.878690938
A,5.878369198
A,5.940452643
A,5.938714984
A,5.893715944
A,5.881770987
A,5.763559332
A,5.862972463
A,5.874131233
A,5.867730224
A,5.949376335
A,5.834304922
A,5.902472391
A,5.859759939
A,5.865668988
A,5.93329089
A,5.86555936
A,5.828168608
A,5.85231381
A,5.956446855
A,5.885833927
A,5.86882772
A,5.994087215
A,5.937785383
A,6.020121115
A,5.981616002
A,5.900723314
A,5.870436504
A,5.942329536
A,5.88435035
A,5.851276595
A,5.869297138
A,5.873671833
A,5.912731763
A,5.97647702
A,5.939513542
A,5.933610436
A,5.88696004
A,5.94702325
A,5.91540931
A,5.946700108
A,5.868175988
A,5.821608101
A,5.934799336
A,5.952549022
A,5.889306038
A,5.949076116
A,5.988796166
A,5.955526832
A,5.873445564
A,5.902713775
A,5.828938442
A,5.85244333
A,5.909038431
A,5.938463629
A,5.927402114
A,5.98024592
A,5.858258851
A,5.87916213
A,5.934974693
A,5.943002491
A,5.955764099
A,5.878979823
A,5.940369104
A,5.939548431
A,5.946976891
A,5.884119608
A,5.853804812
A,5.94829477
A,5.783089884
A,5.863330805
A,5.909549716
A,5.770680207
A,5.95602978
A,5.881476214
A,5.910942392
A,5.914696306
A,5.904353929
A,5.815639772
A,5.944602994
A,5.787565781
A,5.899886729
A,5.929434608
A,5.970608837
A,5.81629941
A,5.894788802
A,5.847731371
A,5.884530169
A,5.943679366
A,5.963113199
A,5.881669576
A,5.892845107
A,5.825563176
A,5.927186885
A,5.841483368
A,5.803283386
A,5.868832355
A,5.891908299
A,5.831260597
A,5.97882751
A,5.930913632
A,5.916188211
A,5.973648544
A,5.953134236
A,5.956967333
A,5.901925138
A,5.872017444
A,5.8854725
A,5.927644151
A,5.921186565
A,5.795268077
A,5.908474819
A,5.906516293
A,5.892482019
A,5.902568708
A,5.916705413
A,5.835247937
A,5.817595285
A,5.879282104
A,5.931865526
A,5.983890131
A,5.863856154
A,5.941207847
A,5.860652291
A,5.871160838
A,5.908087769
A,5.997072606
A,5.884926183
A,5.886133115
A,5.903515291
A,5.927042148
A,5.857898246
A,5.859531952
A,5.807387151
A,5.995052338
A,5.93377385
A,5.933207172
A,5.848691531
A,5.880234993
A,5.960384868
A,5.877070237
A,5.996980295
A,5.900901547
A,5.877209349
A,5.970730874
A,5.824658498
A,5.906234716
A,5.865912516
A,5.810142126
A,5.924598166
A,5.850529646
A,5.848111214
A,5.877306424
A,5.894054345
A,5.960573989
A,5.893743791
A,5.855653152
A,5.991799321
A,5.935406178
A,5.934506459
A,5.939632072
A,5.863543202
A,5.836732444
A,5.937252897
A,5.900105601
A,5.894952772
A,5.886786949
A,5.860488199
A,5.924487472
A,5.994772067
A,5.835680669
A,5.995118483
A,5.875023859
A,5.900551104
A,5.905838158
A,5.966394777
A,5.884679555
A,5.929898548
A,5.930946394
A,5.797387317
A,5.913087095
A,5.853342288
A,5.838358146
A,5.920735037
A,5.848587178
A,5.914695674
A,5.883803555
A,5.947235298
A,5.920195743
A,5.84478879
A,5.924088027
A,5.941526297
A,5.932120119
A,5.88355542
A,5.97862848
A,5.928425319
A,5.829391056
A,6.027371097
A,5.894613137
A,5.872654263
A,5.887181161
A,5.825689061
A,5.902830863
A,5.907684112
A,5.85133679
A,5.956943189
A,5.95735797
A,5.880224582
A,5.852961121
A,5.876369634
A,5.92883662
A,5.897858419
A,5.833934311
A,5.784337439
A,5.874197881
A,5.894506956
A,5.945700069
A,5.911687739
A,5.876695076
A,5.838647229
A,5.835383315
A,5.856727967
A,5.964218676
A,5.791660652
A,5.880606384
A,5.944710375
A,5.963021271
A,5.824050225
A,5.86173871
A,5.874493066
A,5.97099949
A,5.884138078
A,5.976652502
A,5.800944293
A,5.889722046
A,5.802076196
A,5.870326226
A,5.942866055
A,5.852462595
A,5.93562581
A,5.902537537
A,5.869457516
A,5.960609375
A,5.917948914
A,5.903489266
A,5.948500144
A,5.931332347
A,5.828416801
A,5.847550494
A,6.005732743
A,5.908398747
A,5.891532081
A,5.850592963
A,6.022859798
A,5.901983533
A,5.853521257
A,5.899989734
A,5.833349611
A,5.947873302
A,5.893996482
A,5.933098404
A,5.878626211
A,5.883161295
A,5.829616672
A,5.926940695
A,5.925618134
A,5.913991163
A,5.919282736
A,5.943607469
A,5.8157041
A,6.007167532
A,5.955656188
A,5.906205696
A,5.930422458
A,5.965857243
A,5.861049419
A,5.813610001
A,5.913897342
A,5.894180452
A,6.003108998
A,5.879353892
A,5.889952055
A,5.915600727
A,5.917115861
A,5.914409771
A,5.98621869
A,5.989322085
A,5.882015099
A,5.984465651
A,5.901865946
A,5.805961707
A,5.86099376
A,5.931628178
A,5.839991435
A,5.88299333
A,5.897263682
A,5.869315
A,5.862076683
A,5.941711457
A,5.930887492
A,5.99208341
A,5.861166575
A,5.881028213
A,5.981154525
A,5.862901548
A,5.932669276
A,5.983776097
A,5.860444262
A,5.90778482
A,5.914655854
A,5.810970122
A,5.933177332
A,5.842393951
A,5.913840954
A,5.926320365
A,5.904620338
A,5.967639814
A,5.859677532
A,5.994277502
A,5.90163077
A,5.859924169
A,5.898754741
A,5.871417938
A,5.962247469
A,5.942551031
A,5.932938702
A,5.903040266
A,5.909340234
A,5.767775876
A,5.940063756
A,5.894288626
A,5.846019637
A,5.920988214
A,5.921816471
A,5.945016105
A,5.879708088
A,5.912897889
A,5.811635262
A,5.905336033
A,5.964977545
A,5.850552328
A,5.922007489
A,5.903238626
A,5.92036282
A,5.899105288
A,5.942237724
A,5.840485774
A,5.892875719
A,5.872702159
A,5.840968907
A,5.911027521
A,5.932818712
A,5.870418812
A,5.756217457
A,5.865727333
A,5.99767795
A,5.872644172
A,5.885260973
A,5.82318949
A,5.918339401
A,5.898529059
A,5.923791306
A,5.88473449
A,5.929725165
A,5.834642691
A,5.958026515
A,5.957961061
A,5.898884423
A,5.962566011
A,5.960652989
A,5.860150926
A,5.808097234
A,5.887123061
A,5.864103052
A,5.82837965
A,5.928183369
A,5.90663061
A,5.877784971
A,5.857339099
A,5.818501792
A,5.891843019
A,5.914779902
A,5.914207419
A,5.969116058
A,5.953893286
A,5.894910453
A,5.993669627
A,5.952283763
A,5.920758333
A,5.958011125
A,5.931546726
A,5.851048259
A,5.878699909
A,5.930111407
A,5.884063246
A,6.006057404
A,5.931208538
A,5.92749757
A,5.938182173
A,5.964815936
A,6.008014432
A,5.871567345
A,5.853311934
A,5.799785362
A,5.963735837
A,5.984392949
A,5.846097778
A,5.923562301
A,5.832503493
A,5.878365225
A,5.957119923
A,5.932135191
A,6.009700034
A,5.874969317
A,5.900671829
A,5.885962461
A,5.880651669
A,5.980394997
A,5.914847747
A,5.781274992
A,5.928621091
A,5.914639597
A,5.919432226
A,5.986246223
A,5.851499973
A,5.863366554
A,5.98109245
A,5.830525187
A,5.928465913
A,5.937304655
A,5.810239836
A,5.956226809
A,5.903676619
A,5.916605797
A,5.915703161
A,5.93052525
A,5.877309106
A,5.912398995
A,5.968781811
A,5.785740354
A,5.863615916
A,5.931717945
A,5.951256653
A,5.945700402
A,5.79095132
A,5.858849584
A,5.974306876
A,5.904253628
A,5.937623521
A,5.902649296
A,5.944562162
A,5.897572592
A,5.900666549
A,5.902296173
A,5.890545147
A,5.908315671
A,5.844428496
A,5.887630298
A,5.871385889
A,5.936270813
A,5.89459294
A,5.824165975
A,5.844891465
A,5.930639758
A,5.909949159
A,5.959240788
A,5.896190771
A,5.851041667
A,5.949942377
A,5.918215381
A,5.877259708
A,5.9104963
A,5.936017029
A,5.932648298
A,5.87229382
A,5.821946684
A,5.955323544
A,5.943777111
A,5.838501917
A,5.890623906
A,5.901864289
A,5.928635413
A,5.975432522
A,5.85797707
A,5.908742483
A,5.916408799
A,5.893163498
A,5.950015155
A,5.851827847
A,5.888580244
A,5.957516771
A,5.896017591
A,5.923158108
A,5.913484192
A,5.898935137
A,5.865987641
A,5.935163844
A,5.794023723
A,5.835274795
A,5.906839437
A,5.866046602
A,5.879346904
A,5.912114724
A,5.89842302
A,5.872526582
A,5.830094082
A,5.87241621
A,5.925010986
A,5.944789029
A,6.000341378
A,5.949101819
A,5.956098533
A,5.806131636
A,5.895613305
A,5.826681609
A,6.00239016
A,5.903913096
A,5.899428878
A,5.915876835
A,5.939657858
A,5.967333694
A,5.878812568
A,5.975327047
A,5.881484005
A,5.854116779
A,5.895142509
A,5.964525269
A,5.997208977
A,5.870631054
A,5.83924646
A,5.869362496
A,5.8699779
A,5.879714117
A,5.931929577
A,5.948548518
A,5.955852771
A,5.910689056
A,5.864969116
A,5.936725461
A,5.908222322
A,5.905003206
A,5.988455656
A,5.898649101
A,5.890373628
A,5.922009668
A,5.996739845
A,5.96471204
A,5.825450327
A,5.889771841
A,5.896867076
A,5.856301486
A,5.82481906
A,5.89093515
A,5.993802782
A,5.940576159
A,5.982367352
A,5.828168193
A,5.874902021
A,5.913767814
A,5.867115171
A,5.971513925
A,5.863748043
A,5.869242942
A,5.88228423
A,5.838443009
A,5.888557954
A,6.01672524
A,5.909328239
A,5.84160209
A,5.866179624
A,5.906743896
A,5.909781449
A,5.829465984
A,5.980096653
A,5.86667793
A,5.847993227
A,5.831053903
A,5.896167254
A,5.85193609
A,5.803241501
A,5.94327308
A,5.853573326
A,5.887402124
A,5.877032984
A,5.794599147
A,5.926722543
A,5.847579083
A,5.883868826
A,5.952705706
A,5.94303684
A,5.897755003
A,5.966835899
A,5.953488437
A,5.858855704
A,5.852527091
A,5.842825914
A,5.855204378
A,5.867768045
A,5.881199086
A,5.870957007
A,5.83598772
A,5.933276928
A,5.991597602
A,5.890703156
A,5.835301959
A,5.97703249
A,5.946514822
A,5.855665994
A,5.941498606
A,5.897371072
A,5.902171597
A,5.83815773
A,5.873804148
A,5.891630604
A,5.939823427
A,5.887247967
A,5.964282689
A,5.95531951
A,5.978435329
A,5.923668769
A,5.913119626
A,5.867795963
A,5.87195193
A,5.918875893
A,5.954071467
A,5.934647826
A,5.909990599
A,5.920254049
A,5.874172546
A,5.94901029
A,5.920670758
A,5.806888416
A,5.913657496
A,5.8353209
A,5.871118376
A,5.9025624
A,5.899084955
A,5.950211205
A,5.944467864
A,5.942217322
A,5.799164569
A,5.92639221
A,5.860342737
A,5.858586292
A,5.91426361
A,5.939230247
A,5.925102484
A,5.835626581
A,5.889684238
A,6.064056923
A,5.947812616
A,5.873495196
A,5.780316996
A,5.95542782
A,5.896397326
A,5.966741871
A,5.958378259
A,5.940473416
A,5.88400287
A,5.795039621
A,5.927326733
A,5.775150961
A,5.821003226
A,5.915487895
A,5.996296483
A,5.989116405
A,5.799771959
A,5.818570181
A,5.989815968
A,5.906083207
A,5.98780125
A,5.829409124
A,5.968226547
A,5.92045232
A,5.905585061
A,5.829747005
A,5.95203352
A,5.859181505
A,5.909617564
A,5.808187163
A,6.003054237
A,5.98739308
A,5.876712292
A,5.954727002
A,5.940291846
A,5.826516649
A,5.970988683
A,5.921554353
A,5.9028886
A,5.936774379
A,5.927526961
A,5.898171594
A,5.866501201
A,5.909624759
A,5.885700029
A,5.925761282
A,5.939036881
A,5.890176998
A,5.920430571
A,5.867258744
A,5.94161682
A,5.918978389
A,5.866059743
A,5.888070133
A,5.924730234
A,5.946659752
A,5.889872155
A,5.893228386
A,5.889182578
A,5.877957251
A,5.85251607
A,5.888763857
A,5.974112186
A,6.008083643
A,5.908101622
A,5.918479378
A,6.004185148
A,5.832582096
A,5.967996566
A,5.902954877
A,5.91204381
A,5.799877838
A,5.900274857
A,5.904597021
A,5.81847457
A,5.867092953
A,5.894160205
A,5.887980343
A,5.908546828
A,5.884438743
A,5.822463401
A,5.932134761
A,5.864965773
A,5.919946463
A,5.93062705
A,5.954900975
A,5.980225677
A,5.886815798
A,6.018033079
A,5.940088235
A,5.940932953
A,5.985694691
A,5.917781212
A,5.906241064
A,5.809911458
A,5.973413023
A,5.884728205
A,5.884084887
A,5.847926271
A,6.020230124
A,5.930850608
A,5.880246094
A,5.930599959
A,5.887913963
A,5.908690148
A,5.908923924
A,5.916580987
A,5.903121764
A,5.851544767
A,5.930303795
A,5.926918389
A,5.876520353
A,5.799703404
A,5.977807647
A,5.873726378
A,5.93234225
A,5.872440244
A,5.933828843
A,5.950305284
A,5.955070583
A,5.938886425
A,5.813667935
A,5.910709187
A,5.971282367
A,5.922289776
A,5.831298058
A,5.879158419
A,5.888401927
A,6.051994777
A,5.873114744
A,5.861257585
A,5.970277135
A,5.863865149
A,5.904026945
A,5.956898252
A,5.865193811
A,5.90107895
A,5.828961761
A,5.985301396
A,5.856046894
A,5.823917681
A,5.909000872
A,5.991619504
A,5.947824618
A,5.896938839
A,5.878583659
A,5.901214264
A,5.837644762
A,5.894856357
A,5.931391737
A,5.836121244
A,5.948139229
A,5.923429839
A,5.868830888
A,5.911235869
A,5.881028726
A,5.952328053
A,5.925226904
A,5.949700035
A,5.971230486
A,5.919971314
A,5.903728322
A,5.764325678
A,5.972871552
A,5.924021605
A,5.952034354
A,5.821864958
A,5.925422701
A,5.819144661
A,5.846074526
A,5.911784203
A,5.866693809
A,5.953507561
A,5.875578166
A,5.935755072
A,5.907812595
A,5.867717237
A,5.922096938
A,5.884679853
A,5.802415053
A,5.876926323
A,5.981725691
A,5.909558366
A,5.905665558
A,5.998555307
A,5.889309193
A,5.970888887
A,5.802582804
A,5.896494013
A,5.897810933
A,5.987893274
A,5.907433277
A,5.903474246
A,5.897686819
A,6.00972972
A,5.872641718
A,5.870357366
A,5.902255479
A,5.947197986
A,5.997000108
A,5.930047963
A,5.938238537
A,5.892200501
A,5.907283522
A,5.878455627
A,5.883802001
A,5.870689357
A,5.876352154
A,5.898092882
A,5.858268409
A,5.951096267
A,5.816060352
A,5.888155415
A,5.929898949
A,5.941941111
A,5.869531768
A,5.906026813
A,5.842614997
A,5.905122644
A,5.896803844
A,5.888417069
A,5.838511975
A,5.808356737
A,5.919339035
A,5.916384797
A,5.894269182
A,5.876365771
A,5.970750657
A,5.905938259
A,5.850988
A,5.896994863
A,5.909200041
A,5.824908832
A,5.904761193
A,5.813360017
A,5.918669209
A,5.963358162
A,5.955089571
A,5.87065028
A,5.959110951
A,5.934174
A,5.899321314
A,5.897833457
A,5.937000915
A,5.873367554
A,5.988892522
A,5.894912392
A,5.92835036
A,5.889935943
A,5.895742199
A,5.838982555
A,5.869874155
A,5.98534665
A,5.841761733
A,5.946079247
A,5.966018536
A,5.953141451
A,5.816123847
A,5.935041066
A,5.873386518
A,5.847152529
A,5.927946629
A,5.867532242
A,5.885117344
A,5.892597185
A,5.893778529
A,5.823446764
A,5.887117223
A,5.868578944
A,5.920350108
A,5.888253901
A,5.852426858
A,5.887661797
A,5.883543326
A,5.865399166
A,5.891990819
A,5.979529358
A,5.856793895
A,5.941567241
A,5.928924005
A,5.982892492
A,5.900740543
A,5.944738245
A,5.87050455
A,5.866301622
A,5.878407695
A,5.856850687
A,5.934150109
A,5.933687021
A,5.910506202
A,5.963424091
A,5.908834853
A,5.885370638
A,5.87259351
A,5.97510899
A,5.912334992
A,5.900194716
A,5.887331895
A,5.96201604
A,5.901645024
A,5.837233319
A,5.87026571
A,5.885572355
A,5.78400054
A,5.979808994
A,5.976640774
A,5.861565655
A,5.89094245
A,5.873090519
A,5.914013317
A,5.757040476
A,5.955155393
A,5.960408724
A,5.925644973
A,5.951023478
A,5.870318906
A,5.894949345
A,5.958649316
A,5.934804734
A,5.92393672
A,5.936985602
A,5.840432669
A,5.92190883
A,5.898049192
A,5.952896509
A,5.951770394
A,5.880352997
A,5.82979512
A,5.906672894
A,5.884020044
A,5.949497845
A,5.941616958
A,5.893218071
A,5.823045022
A,5.834975647
A,5.882266038
A,5.828933593
A,5.953627427
A,5.89758665
A,5.921630785
A,5.933708411
A,5.814021127
A,5.921012846
A,5.92071935
A,5.975660718
A,5.889613926
A,5.876475372
A,5.877371638
A,5.936154332
A,5.845745615
A,5.87654032
A,5.903923973
A,5.91353714
A,5.892493338
A,5.953475528
A,5.866356986
A,5.902906408
A,5.930787057
A,5.906366191
A,5.983978735
A,5.862580841
A,5.906333648
A,5.930061196
A,5.846056263
A,5.872010821
A,5.954000979
A,5.893087464
A,5.872643448
A,5.938740678
A,5.858302119
A,5.932151121
A,5.951478472
A,5.919599143
A,5.857384846
A,6.044313841
A,5.913983739
A,5.904276381
A,5.876119613
A,5.826723046
A,5.846371759
A,6.002413921
A,5.9146687
A,5.90198882
A,5.956239095
A,5.935680026
A,5.868261529
A,5.881733517
A,5.823721009
A,5.947498508
A,5.892731919
A,5.913872776
A,5.844367707
A,5.962063725
A,5.98248537
A,5.928243494
A,5.963276724
A,5.91526195
A,5.916918248
A,5.797805853
A,5.992985822
A,5.870593585
A,5.906440835
A,5.928670307
A,5.931022281
A,5.833362009
A,5.892376667
A,5.869296132
A,5.938218187
A,5.928864208
A,5.901723705
A,5.918273782
A,5.891261073
A,5.896914739
A,6.020452124
A,5.910341751
A,5.955757926
A,5.835412685
A,5.81642583
A,5.891513119
A,5.89434124
A,5.828223002
A,5.927324226
A,5.936381273
A,6.016406015
A,5.91201089
A,5.873934741
A,5.834448611
A,5.985132752
A,5.901253077
A,5.862146089
A,5.957413973
A,5.906861807
A,5.905480034
A,5.925162868
A,5.842714885
A,5.884529366
A,5.92300774
A,5.876803128
A,5.881716721
A,5.990204654
A,5.762870002
A,5.980403948
A,5.889985432
A,5.884842242
A,5.948534094
A,5.978706824
A,5.840158672
A,5.80148577
A,5.910480468
A,5.869679795
A,5.899823335
A,5.949718742
A,5.867693258
A,5.833554102
A,5.921617126
A,5.959301475
A,5.901422322
A,5.872175742
A,5.946791057
A,5.765711572
A,5.944506989
A,5.964231947
A,5.865322145
A,5.902863125
A,5.845799272
A,5.906027021
A,5.919935679
A,5.924093209
A,5.822172424
A,5.933782911
A,5.958402447
A,5.921475982
A,5.964731609
A,5.826050503
A,5.899750173
A,5.848561022
A,5.895715495
A,5.868007851
A,5.950002393
A,5.901104045
A,5.897393622
A,5.846978241
A,5.875639889
A,5.937155515
A,5.931414077
A,5.880714155
A,5.97597824
A,5.924185193
A,6.033183417
A,5.779563343
A,6.018562207
A,5.97656294
A,5.86881545
A,5.845949522
A,5.951032877
A,5.91154717
A,5.931754179
A,5.862303448
A,5.891689653
A,5.828272461
A,6.011476547
A,5.869037414
A,5.879947417
A,5.836191686
A,5.906057197
A,5.863322234
A,5.79859984
A,5.949269395
A,5.885203574
A,5.959054228
A,5.815551486
A,5.878698457
A,5.911690175
A,5.878202761
A,5.975464343
A,5.88900124
A,5.830321707
A,5.847516428
A,5.926753018
A,5.893143754
A,5.940614078
A,5.925204989
A,5.923350964
A,5.917206682
A,5.797491817
A,5.869793307
A,5.915657227
A,5.888953885
A,5.958454027
A,5.874758723
A,5.866441019
A,5.824446834
A,5.934576242
A,5.903872689
A,5.886702334
A,5.84081653
A,5.935883446
A,5.898144503
A,5.883665952
A,5.850410714
A,5.848675655
A,5.926911302
A,5.86859701
A,5.840933052
A,5.830453361
A,5.863827054
A,5.923168181
A,5.947312852
A,5.969797659
A,5.922369799
A,5.865383102
A,5.880230735
A,5.893792706
A,5.974348949
A,5.949671192
A,5.95624799
A,5.807181491
A,5.926281489
A,5.879840455
A,5.91295367
A,5.874085114
A,5.953537508
A,5.981057146
A,5.863429366
A,5.92189182
A,5.856487938
A,5.941183399
A,5.943564727
A,5.944127723
A,5.918391735
A,5.885694192
A,5.972369882
A,5.848635916
A,5.914793803
A,5.860830598
A,5.865530649
A,5.867379124
A,5.90044533
A,5.960494404
A,6.00330711
A,5.915169002
A,5.905328573
A,5.868344591
A,5.862344656
A,5.903146201
A,5.892670756
A,5.888540609
A,5.829820341
A,5.89540479
A,5.928744309
A,5.889915077
A,5.854060212
A,5.883402113
A,5.829121424
A,5.905754379
A,5.887409326
A,5.896571492
A,5.881447617
A,5.976503597
A,6.012653478
A,5.911499596
A,5.82948011
A,5.918720924
A,5.874690669
A,5.859564876
A,5.898560417
A,5.819616271
A,5.887665728
A,5.906495536
A,5.907313168
A,5.898780203
A,5.964086547
A,5.945123446
A,5.877250225
A,5.883740381
A,5.814704565
A,5.966514133
A,5.89845686
A,5.951107071
A,5.919660837
A,5.946426938
A,5.858254819
A,5.897183425
A,5.858517532
A,5.977306897
A,5.872227768
A,5.925436493
A,5.913371771
A,5.899824827
A,5.888652753
A,5.931413332
A,5.865677278
A,5.911238066
A,5.902271683
A,5.910486652
A,5.8185115
A,5.923381324
A,5.868192501
A,5.892929542
A,5.857738457
A,5.832759115
A,5.891958505
A,5.950717519
A,5.891929376
A,5.911882095
A,5.83182966
A,5.882640968
A,5.913218354
A,5.804882284
A,6.006308315
A,5.790484837
A,5.845977776
A,5.92843331
A,5.859227974
A,5.856405456
A,5.847701017
A,5.957429102
A,5.925080962
A,5.911401781
A,5.918989438
A,5.832406823
A,5.869268699
A,5.932466628
A,5.959268431
A,5.917963957
A,5.848794603
A,5.883662452
A,5.821315643
A,5.858160871
A,5.94715022
A,5.95760589
A,5.891639422
A,5.892340585
A,5.87742797
A,5.992435785
A,5.898125207
A,5.90482328
A,5.963867873
A,5.975853112
A,5.910769689
A,5.920195527
A,5.979976371
A,5.807874627
A,5.92943721
A,5.865122624
A,5.851966012
A,5.900529785
A,5.901341114
A,6.039358347
A,5.84644106
A,5.829906096
A,5.791783553
A,5.949427252
A,5.918465838
A,5.919165141
A,5.918010819
A,5.916411028
A,5.83034419
A,5.942257292
A,5.897110831
A,5.897814767
A,5.98877128
A,5.972048433
A,5.816461652
A,5.773060013
A,5.920848606
A,5.820581238
A,5.906023363
A,5.924786159
A,5.887063137
A,5.866350355
A,5.840656033
A,5.927221732
A,5.896999168
A,5.854555878
A,5.908730608
A,5.817848194
A,5.815196438
A,6.001963365
A,5.88707933
A,5.885098561
A,5.974231735
A,5.886335894
A,5.873010401
A,5.946191621
A,5.924489609
A,5.989897097
A,5.948863089
A,5.853552572
A,5.882480144
A,5.917920006
A,5.879705063
A,5.93331278
A,5.883557634
A,5.896958323
A,5.889588586
A,5.873209127
A,5.958304467
A,5.862450403
A,5.870107231
A,5.928120916
A,5.784587359
A,5.848963156
A,5.891371235
A,5.934152224
A,5.815685319
A,5.967441155
A,5.90164021
A,5.866071976
A,5.960630284
A,5.962594435
A,5.880061637
A,5.889373719
A,5.930899945
A,5.903686898
A,5.982159403
A,5.801301689
A,5.824985156
A,5.94921737
A,5.936525052
A,5.90017351
A,5.926593858
A,5.908814097
A,5.837654546
A,5.912882637
A,5.917421111
A,5.886183972
A,5.86423306
A,5.887223097
A,5.936422915
A,5.931170761
A,5.887931654
A,5.894375083
A,5.89337227
A,5.89849852
A,5.904946688
A,5.967526457
A,5.891212728
A,5.932781086
A,5.820989008
A,5.948092552
A,5.871704561
A,5.968691779
A,5.924365509
A,5.857808036
A,5.916901452
A,5.842214236
A,5.928245118
A,5.939392661
A,5.909184786
A,5.932825952
A,5.908883356
A,5.895074083
A,5.885179686
A,5.910375848
A,5.842097338
A,5.953648251
A,5.943704957
A,5.904994028
A,5.974892394
A,5.886364666
A,5.949405293
A,5.987397854
A,5.912962649
A,5.969449193
A,5.792703839
A,5.784071663
A,5.854928737
A,5.828105866
A,5.904423335
A,5.907523556
A,5.903153075
A,5.891136231
A,5.928406577
A,5.881545482
A,5.946207206
A,5.978676915
A,5.898274941
A,5.9509282
A,5.848444863
A,5.92310865
A,5.790688535
A,5.955749882
A,5.898529064
A,5.874825458
A,5.981462213
A,6.010942683
A,5.915713184
A,5.86655504
A,5.956823565
A,5.857252761
A,5.947951976
A,5.823524944
A,5.947672838
A,5.90651985
A,5.836203814
A,5.87135133
A,5.986534067
A,5.861126835
A,5.917544203
A,5.892788698
A,5.839232391
A,5.933285684
A,5.889100175
A,6.04047866
A,5.879392157
A,5.829600256
A,5.954216466
A,5.964895933
A,5.937734103
A,5.857963737
A,5.90834827
A,5.868946687
A,5.918401983
A,5.928457378
A,5.87396466
A,5.861684058
A,5.910739601
A,5.905590588
A,5.904978006
A,5.874446473
A,5.880410314
A,5.864317836
A,5.898088729
A,5.92558276
A,5.945590605
A,5.881265321
A,5.89882383
A,5.950504346
A,5.918618194
A,5.919403586
